Restaurant_Id,Restaurant_Name
413,MCD
414,MCD
415,MCD
416,MCD
417,MCD
418,MCD
419,MCD
420,MCD
421,MCD
422,MCD
423,MCD
424,MCD
425,MCD
426,MCD
427,MCD
428,MCD
429,MCD
430,MCD
431,MCD
432,MCD
433,MCD
434,MCD
435,MCD
436,MCD
437,MCD
438,MCD
439,MCD
440,MCD
441,MCD
442,MCD
443,MCD
444,MCD
445,MCD
446,MCD
447,MCD
448,MCD
449,MCD
450,MCD
451,MCD
452,MCD
453,MCD
454,MCD
455,MCD
456,MCD
457,MCD
458,MCD
459,MCD
460,MCD
461,MCD
462,MCD
463,MCD
464,MCD
465,MCD
466,MCD
467,MCD
468,MCD
469,MCD
470,MCD
471,MCD
472,MCD
473,MCD
474,MCD
475,MCD
476,MCD
477,MCD
478,MCD
479,MCD
480,MCD
481,MCD
482,MCD
483,MCD
484,MCD
485,MCD
486,MCD
487,MCD
488,MCD
489,MCD
490,MCD
491,MCD
492,MCD
493,MCD
494,MCD
495,MCD
496,MCD
497,MCD
498,MCD
499,MCD
500,MCD
501,MCD
502,MCD
503,MCD
504,MCD
505,MCD
506,MCD
507,MCD
508,MCD
509,MCD
510,MCD
511,MCD
512,MCD
513,MCD
514,MCD
515,MCD
516,MCD
517,MCD
518,MCD
519,MCD
520,MCD
521,MCD
522,MCD
523,MCD
524,MCD
525,MCD
526,MCD
527,MCD
528,MCD
529,MCD
530,MCD
531,MCD
532,MCD
533,MCD
534,MCD
535,MCD
536,MCD
537,MCD
538,MCD
539,MCD
540,MCD
541,MCD
542,MCD
543,MCD
544,MCD
545,MCD
546,MCD
547,MCD
548,MCD
549,MCD
550,MCD
551,MCD
552,MCD
553,MCD
554,MCD
555,MCD
556,MCD
557,MCD
558,MCD
559,MCD
560,MCD
561,MCD
562,MCD
563,MCD
564,MCD
565,MCD
566,MCD
567,MCD
568,MCD
569,MCD
570,MCD
571,MCD
572,MCD
573,MCD
574,MCD
575,MCD
576,MCD
577,MCD
578,MCD
579,MCD
580,MCD
581,MCD
582,MCD
583,MCD
584,MCD
585,MCD
586,MCD
587,MCD
588,MCD
589,MCD
590,MCD
591,MCD
592,MCD
593,MCD
594,MCD
595,MCD
596,MCD
597,MCD
598,MCD
599,MCD
600,MCD
601,MCD
602,MCD
603,MCD
604,MCD
605,MCD
606,MCD
607,MCD
608,MCD
609,MCD
610,MCD
611,MCD
612,Panera Bread
613,Panera Bread
614,Panera Bread
615,Panera Bread
616,Panera Bread
617,Panera Bread
618,Panera Bread
619,Panera Bread
620,Panera Bread
621,Panera Bread
622,Panera Bread
623,Panera Bread
624,Panera Bread
625,Panera Bread
626,Panera Bread
627,Panera Bread
628,Panera Bread
629,Panera Bread
630,Panera Bread
631,Panera Bread
632,Panera Bread
633,Panera Bread
634,Panera Bread
635,Panera Bread
636,Panera Bread
637,Panera Bread
638,Panera Bread
639,Panera Bread
640,Panera Bread
641,Panera Bread
642,Panera Bread
643,Panera Bread
644,Panera Bread
645,Panera Bread
646,Panera Bread
647,Panera Bread
648,Panera Bread
649,Panera Bread
650,Panera Bread
651,Panera Bread
652,Panera Bread
653,Panera Bread
654,Panera Bread
655,Panera Bread
656,Panera Bread
657,Panera Bread
658,Panera Bread
659,Panera Bread
660,Panera Bread
661,Panera Bread
662,Panera Bread
663,Panera Bread
664,Panera Bread
665,Panera Bread
666,Panera Bread
667,Panera Bread
668,Panera Bread
669,Panera Bread
670,Panera Bread
671,Panera Bread
672,Panera Bread
673,Panera Bread
674,Panera Bread
675,Panera Bread
676,Panera Bread
677,Panera Bread
678,Panera Bread
679,Panera Bread
680,Panera Bread
681,Panera Bread
682,Panera Bread
683,Panera Bread
684,Panera Bread
685,Panera Bread
686,Panera Bread
687,Panera Bread
688,Panera Bread
689,Panera Bread
690,Panera Bread
691,Panera Bread
692,Panera Bread
693,Panera Bread
694,Panera Bread
695,Panera Bread
696,Panera Bread
697,Panera Bread
698,Panera Bread
699,Pizza Hut
700,Pizza Hut
701,Pizza Hut
702,Pizza Hut
703,Pizza Hut
704,Pizza Hut
705,Pizza Hut
706,Pizza Hut
707,Pizza Hut
708,Pizza Hut
709,Pizza Hut
710,Pizza Hut
711,Pizza Hut
712,Pizza Hut
713,Pizza Hut
714,Pizza Hut
715,Pizza Hut
716,Pizza Hut
717,Pizza Hut
718,Pizza Hut
719,Pizza Hut
720,Pizza Hut
721,Pizza Hut
722,Pizza Hut
723,Pizza Hut
724,Pizza Hut
725,Pizza Hut
726,Pizza Hut
727,Pizza Hut
728,Pizza Hut
729,Pizza Hut
730,Pizza Hut
731,Pizza Hut
732,Pizza Hut
733,Pizza Hut
734,Pizza Hut
735,Pizza Hut
736,Pizza Hut
737,Pizza Hut
738,Pizza Hut
739,Pizza Hut
740,Pizza Hut
741,Pizza Hut
742,Pizza Hut
743,Pizza Hut
744,Pizza Hut
745,Pizza Hut
746,Pizza Hut
747,Pizza Hut
748,Pizza Hut
749,Pizza Hut
750,Pizza Hut
751,Pizza Hut
752,Pizza Hut
753,Pizza Hut
754,Pizza Hut
755,Pizza Hut
756,Pizza Hut
757,Pizza Hut
758,Pizza Hut
759,Pizza Hut
760,Pizza Hut
761,Pizza Hut
762,Pizza Hut
763,Pizza Hut
764,Pizza Hut
765,Pizza Hut
766,Pizza Hut
767,Pizza Hut
768,Pizza Hut
769,Pizza Hut
770,Pizza Hut
771,Pizza Hut
772,Pizza Hut
773,Pizza Hut
774,Pizza Hut
775,Pizza Hut
776,Pizza Hut
777,Pizza Hut
778,Pizza Hut
779,Pizza Hut
780,Pizza Hut
781,Pizza Hut
782,Pizza Hut
783,Pizza Hut
784,Pizza Hut
785,Pizza Hut
786,Pizza Hut
787,Pizza Hut
788,Pizza Hut
789,Pizza Hut
790,Pizza Hut
791,Pizza Hut
792,Pizza Hut
793,Pizza Hut
794,Pizza Hut
795,Pizza Hut
796,Pizza Hut
797,Pizza Hut
798,Pizza Hut
799,Pizza Hut
800,Pizza Hut
801,Pizza Hut
802,Pizza Hut
803,Pizza Hut
804,Pizza Hut
805,Pizza Hut
806,Pizza Hut
807,Pizza Hut
808,Pizza Hut
809,Pizza Hut
810,Pizza Hut
811,Pizza Hut
812,Pizza Hut
813,Pizza Hut
814,Pizza Hut
815,Pizza Hut
816,Pizza Hut
817,Pizza Hut
818,Pizza Hut
819,Pizza Hut
820,Pizza Hut
821,Pizza Hut
822,Pizza Hut
823,Pizza Hut
824,Pizza Hut
825,Pizza Hut
826,Pizza Hut
827,Pizza Hut
828,Pizza Hut
829,Pizza Hut
830,Pizza Hut
831,Pizza Hut
832,Pizza Hut
833,Pizza Hut
834,Pizza Hut
835,Pizza Hut
836,Pizza Hut
837,Pizza Hut
838,Pizza Hut
839,Pizza Hut
840,Pizza Hut
841,Pizza Hut
842,Pizza Hut
843,Pizza Hut
844,Pizza Hut
845,Pizza Hut
846,Pizza Hut
847,Pizza Hut
848,Pizza Hut
849,Pizza Hut
850,Pizza Hut
851,Pizza Hut
852,Pizza Hut
853,Pizza Hut
854,Pizza Hut
855,Pizza Hut
856,Pizza Hut
857,Pizza Hut
858,Pizza Hut
859,Pizza Hut
860,Pizza Hut
861,Pizza Hut
862,Pizza Hut
863,Pizza Hut
864,Pizza Hut
865,Pizza Hut
866,Pizza Hut
867,Pizza Hut
868,Pizza Hut
869,Pizza Hut
870,Pizza Hut
871,Pizza Hut
872,Pizza Hut
873,Pizza Hut
874,Pizza Hut
875,Pizza Hut
876,Pizza Hut
877,Pizza Hut
878,Pizza Hut
879,Pizza Hut
880,Pizza Hut
881,Pizza Hut
882,Pizza Hut
883,Pizza Hut
884,Pizza Hut
885,Pizza Hut
886,Pizza Hut
887,Pizza Hut
888,Pizza Hut
889,Pizza Hut
890,Pizza Hut
891,Pizza Hut
892,Pizza Hut
893,Pizza Hut
894,Pizza Hut
895,Pizza Hut
896,Pizza Hut
897,Pizza Hut
898,Pizza Hut
899,Pizza Hut
900,Pizza Hut
901,Pizza Hut
902,Pizza Hut
903,Pizza Hut
904,Subway
905,Subway
906,Subway
907,Subway
908,Subway
909,Subway
910,Subway
911,Subway
912,Subway
913,Subway
914,Subway
915,Subway
916,Subway
917,Subway
918,Subway
919,Subway
920,Subway
921,Subway
922,Subway
923,Subway
924,Subway
925,Subway
926,Subway
927,Subway
928,Subway
929,Subway
930,Subway
931,Subway
932,Subway
933,Subway
934,Subway
935,Subway
936,Subway
937,Subway
938,Subway
939,Subway
940,Subway
941,Subway
942,Subway
943,Subway
944,Subway
945,Subway
946,Subway
947,Subway
948,Subway
949,Subway
950,Subway
951,Subway
952,Subway
953,Subway
954,Subway
955,Subway
956,Subway
957,Subway
958,Subway
959,Subway
960,Subway
961,Subway
962,Subway
963,Subway
964,Subway
965,Subway
966,Subway
967,Subway
968,Subway
969,Subway
970,Subway
971,Subway
972,Subway
973,Subway
974,Subway
975,Subway
976,Subway
977,Subway
978,Subway
979,Subway
980,Subway
981,Subway
982,Subway
983,Subway
984,Subway
985,Subway
986,Subway
987,Subway
988,Subway
989,Subway
990,Subway
991,Subway
992,Subway
993,Subway
994,Subway
995,Subway
996,Subway
997,Subway
998,Subway
999,Subway
1000,Subway
1001,Subway
1002,Subway
1003,Subway
1004,Subway
1005,Subway
1006,Subway
1007,Subway
1008,Subway
1009,Subway
1010,Subway
1011,Subway
1012,Subway
1013,Subway
1014,Subway
1015,Subway
1016,Subway
1017,Subway
1018,Subway
1019,Subway
1020,Subway
1021,Subway
1022,Subway
1023,Subway
1024,Subway
1025,Subway
1026,Subway
1027,Subway
1028,Subway
1029,Subway
1030,Subway
1031,Subway
1032,Subway
1033,Subway
1034,Subway
1035,Subway
1036,Subway
1037,Subway
1038,Subway
1039,Subway
1040,Subway
1041,Subway
1042,Subway
1043,Subway
1044,Subway
1045,Subway
1046,Subway
1047,Subway
1048,Subway
1049,Subway
1050,Subway
1051,Subway
1052,Subway
1053,Subway
1054,Subway
1055,Subway
1056,Subway
1057,Subway
1058,Subway
1059,Subway
1060,Subway
1061,Subway
1062,Subway
1063,Subway
1064,Subway
1065,Subway
1066,Subway
1067,Subway
1068,Subway
1069,Subway
1070,Subway
1071,Subway
1072,Subway
1073,Subway
1074,Subway
1075,Subway
1076,Subway
1077,Subway
1078,Subway
1079,Subway
1080,Subway
1081,Subway
1082,Subway
1083,Subway
1084,Subway
1085,Subway
1086,Subway
1087,Subway
1088,Subway
1089,Subway
1090,Subway
1091,Subway
1092,Subway
1093,Subway
1094,Subway
1095,Subway
1096,Subway
1097,Subway
1098,Subway
1099,Subway
1100,Subway
1101,Subway
1102,Subway
1103,Subway
1104,Subway
1105,Subway
1106,Subway
1107,Subway
1108,Subway
1109,Subway
1110,Subway
1111,Subway
1112,Subway
1113,Subway
1114,Subway
1115,Subway
1116,Subway
1117,Subway
1118,Subway
1119,Subway
1120,Subway
1121,Subway
1122,Subway
1123,Subway
1124,Subway
1125,Subway
1126,Subway
1127,Subway
1128,Subway
1129,Subway
1130,Subway
1131,Subway
1132,Taco Bell
1133,Taco Bell
1134,Taco Bell
1135,Taco Bell
1136,Taco Bell
1137,Taco Bell
1138,Taco Bell
1139,Taco Bell
1140,Taco Bell
1141,Taco Bell
1142,Taco Bell
1143,Taco Bell
1144,Taco Bell
1145,Taco Bell
1146,Taco Bell
1147,Taco Bell
1148,Taco Bell
1149,Taco Bell
1150,Taco Bell
1151,Taco Bell
1152,Taco Bell
1153,Taco Bell
1154,Taco Bell
1155,Taco Bell
1156,Taco Bell
1157,Taco Bell
1158,Taco Bell
1159,Taco Bell
1160,Taco Bell
1161,Taco Bell
1162,Taco Bell
1163,Taco Bell
1164,Taco Bell
1165,Taco Bell
1166,Taco Bell
1167,Taco Bell
1168,Taco Bell
1169,Taco Bell
1170,Taco Bell
1171,Taco Bell
1172,Taco Bell
1173,Taco Bell
1174,Taco Bell
1175,Taco Bell
1176,Taco Bell
1177,Taco Bell
1178,Taco Bell
1179,Taco Bell
1180,Taco Bell
1181,Taco Bell
1182,Taco Bell
1183,Taco Bell
1184,Taco Bell
1185,Taco Bell
1186,Taco Bell
1187,Taco Bell
1188,Taco Bell
1189,Taco Bell
1190,Taco Bell
1191,Taco Bell
1192,Taco Bell
1193,Taco Bell
1194,Taco Bell
1195,Taco Bell
1196,Taco Bell
1197,Taco Bell
1198,Taco Bell
1199,Taco Bell
1200,Taco Bell
1201,Taco Bell
1202,Taco Bell
1203,Taco Bell
1204,Taco Bell
1205,Taco Bell
1206,Taco Bell
1207,Taco Bell
1208,Taco Bell
1209,Taco Bell
1210,Taco Bell
1211,Taco Bell
1212,Taco Bell
1213,Taco Bell
1214,Taco Bell
1215,Taco Bell
1216,Taco Bell
1217,Taco Bell
1218,Taco Bell
1219,Taco Bell
1220,Taco Bell
1221,Taco Bell
1222,Taco Bell
1223,Taco Bell
1224,Taco Bell
1225,Taco Bell
1226,Taco Bell
1227,Taco Bell
1228,Taco Bell
1229,Taco Bell
1230,Taco Bell
1231,Taco Bell
1232,Taco Bell
1233,Taco Bell
1234,Taco Bell
1235,Taco Bell
1236,Taco Bell
1237,Taco Bell
1238,Taco Bell
1239,Taco Bell
1240,Taco Bell
1241,Taco Bell
1242,Taco Bell
1243,Taco Bell
1244,Taco Bell
1245,Taco Bell
1246,Taco Bell
1247,Taco Bell
1248,Taco Bell
1249,Taco Bell
1250,Taco Bell
1251,Taco Bell
1252,Taco Bell
1253,Taco Bell
1254,Taco Bell
1255,Taco Bell
1256,Taco Bell
1257,Taco Bell
1258,Taco Bell
1259,Taco Bell
1260,Taco Bell
1261,Taco Bell
1262,Taco Bell
1263,Taco Bell
1264,Taco Bell
1265,Taco Bell
1266,Taco Bell
1267,Taco Bell
1268,Taco Bell
1269,Taco Bell
1270,Taco Bell
1271,Taco Bell
1272,Taco Bell
1273,Taco Bell
1274,Taco Bell
1275,Taco Bell
1276,Taco Bell
1277,Taco Bell
1278,Taco Bell
1279,Taco Bell
1280,Taco Bell
1281,Taco Bell
1282,Taco Bell
1283,Taco Bell
1284,Taco Bell
1285,Taco Bell
1286,Taco Bell
1287,Taco Bell
1288,Taco Bell
1289,Taco Bell
1290,Taco Bell
1291,Taco Bell
1292,Taco Bell
1293,Taco Bell
1294,Taco Bell
1295,Taco Bell
1296,Taco Bell
1297,Taco Bell
1298,Taco Bell
1299,Taco Bell
1300,Taco Bell
1301,Taco Bell
1302,Taco Bell
1303,Taco Bell
1304,Taco Bell
1305,Taco Bell
1306,Taco Bell
1307,Taco Bell
1308,Taco Bell
1309,Taco Bell
1310,Taco Bell
1311,Taco Bell
1312,Taco Bell
1313,Taco Bell
1314,Taco Bell
1315,Taco Bell
1316,Taco Bell
1317,Taco Bell
1318,Taco Bell
1319,Taco Bell
1320,Taco Bell
1321,Taco Bell
1322,Taco Bell
1323,Taco Bell
1324,Taco Bell
1325,Taco Bell
1326,Taco Bell
1327,Taco Bell
1328,Taco Bell
1329,Taco Bell
1330,Taco Bell
1331,Taco Bell
1332,Taco Bell
1333,Taco Bell
1334,Taco Bell
1335,Taco Bell
1336,Taco Bell
1337,Taco Bell
1338,Taco Bell
1339,Taco Bell
1340,Taco Bell
1341,Taco Bell
1342,Taco Bell
1343,Taco Bell
1344,Taco Bell
1345,Taco Bell
1346,Taco Bell
1347,Taco Bell
1348,Taco Bell
1349,Taco Bell
1350,Taco Bell
1351,Taco Bell
1352,Taco Bell
1353,Taco Bell
1354,Taco Bell
1355,Taco Bell
1356,Taco Bell
1357,Taco Bell
1358,Taco Bell
1359,Taco Bell
1360,Taco Bell
1361,Taco Bell
1362,Taco Bell
1363,Taco Bell
1364,Taco Bell
1365,Taco Bell
1366,Taco Bell
1367,Taco Bell
1368,Taco Bell
1369,Taco Bell
1370,Taco Bell
1371,Taco Bell
1372,Taco Bell
1373,Taco Bell
1374,Taco Bell
1375,Taco Bell
1376,Taco Bell
1377,Taco Bell
1378,Taco Bell
1379,Taco Bell
1380,Taco Bell
1381,Taco Bell
1382,Taco Bell
1383,Taco Bell
1384,Taco Bell
1385,Taco Bell
1386,Taco Bell
1387,Taco Bell
1388,Taco Bell
1389,Taco Bell
1390,Taco Bell
1391,Taco Bell
1392,Taco Bell
1393,Wendys
1394,Wendys
1395,Wendys
1396,Wendys
1397,Wendys
1398,Wendys
1399,Wendys
1400,Wendys
1401,Wendys
1402,Wendys
1403,Wendys
1404,Wendys
1405,Wendys
1406,Wendys
1407,Wendys
1408,Wendys
1409,Wendys
1410,Wendys
1411,Wendys
1412,Wendys
1413,Wendys
1414,Wendys
1415,Wendys
1416,Wendys
1417,Wendys
1418,Wendys
1419,Wendys
1420,Wendys
1421,Wendys
1422,Wendys
1423,Wendys
1424,Wendys
1425,Wendys
1426,Wendys
1427,Wendys
1428,Wendys
1429,Wendys
1430,Wendys
1431,Wendys
1432,Wendys
1433,Wendys
1434,Wendys
1435,Wendys
1436,Wendys
1437,Wendys
1438,Wendys
1439,Wendys
1440,Wendys
1441,Wendys
1442,Wendys
1443,Wendys
1444,Wendys
1445,Wendys
1446,Wendys
1447,Wendys
1448,Wendys
1449,Wendys
1450,Wendys
1451,Wendys
1452,Wendys
1453,Wendys
1454,Wendys
1455,Wendys
1456,Wendys
1457,Wendys
1458,Wendys
1459,Wendys
1460,Wendys
1461,Wendys
1462,Wendys
1463,Wendys
1464,Wendys
1465,Wendys
1466,Wendys
1467,Wendys
1468,Wendys
1469,Wendys
1470,Wendys
1471,Wendys
1472,Wendys
1473,Wendys
1474,Wendys
1475,Wendys
1476,Wendys
1477,Wendys
1478,Wendys
1479,Wendys
1480,Wendys
1481,Wendys
1482,Wendys
1483,Wendys
1484,Wendys
1485,Wendys
1486,Wendys
1487,Wendys
1488,Wendys
1489,Wendys
1490,Wendys
1491,Wendys
1492,Wendys
1493,Wendys
1494,Wendys
1495,Wendys
1496,Wendys
1497,Wendys
1498,Wendys
1499,Wendys
1500,Wendys
1501,Wendys
1502,Wendys
1503,Wendys
1504,Wendys
1505,Wendys
1506,Wendys
1507,Wendys
1508,Wendys
1509,Wendys
1510,Wendys
1511,Wendys
1512,Wendys
1513,Wendys
1514,Wendys
1515,Wendys
1516,Wendys
1517,Wendys
1518,Wendys
1519,Wendys
1520,Wendys
1521,Wendys
1522,Wendys
1523,Wendys
1524,Wendys
1525,Wendys
1526,Wendys
1527,Wendys
1528,Wendys
1529,Wendys
1530,Wendys
1531,Wendys
1532,Wendys
1533,Wendys
1534,Wendys
1535,Wendys
1536,Wendys
1537,Wendys
1538,Wendys
1539,Wendys
1540,Wendys
1541,Wendys
1542,Wendys
1543,Wendys
1544,Wendys
1545,Wendys
1546,Wendys
1547,Wendys
1548,Wendys
1549,Wendys
1550,Wendys
1551,Wendys
1552,Wendys
1553,Wendys
1554,Wendys
1555,Wendys
1556,Wendys
1557,Wendys
1558,Wendys
1559,Wendys
1560,Wendys
1561,Wendys
1562,Wendys
1563,Wendys
1564,Wendys
1565,Wendys
1566,Wendys
1567,Wendys
1568,Wendys
1569,Wendys
1570,Wendys
